id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6122852,NE Short walk to Convention Center-Willamette room,17261537,Ian & Sharmil,,Sullivan's Gulch,45.53419,-122.64797,Private room,47,1,134,2019-12-08,2.38,8,180
6131244,Hawthorne Lavender Lady,27907479,Michael,,Mt. Tabor,45.51082,-122.6111,Entire home/apt,145,30,107,2019-12-01,1.91,1,348
6131755,MakerFlat- a Living PDX Gallery,12759153,Bryan+Jen,,Hosford-Abernethy,45.5048,-122.64021,Entire home/apt,125,2,200,2019-12-11,3.57,2,128
6132497,GARDEN STUDIO.  OUTSTANDING LOCATION!,31813936,Carol,,Northwest District,45.53295,-122.70883,Entire home/apt,129,1,340,2020-01-01,6.05,1,176
6135222,Bright Studio Near Park,10037903,Jan,,Cully,45.5667,-122.60852,Private room,75,2,49,2019-09-24,0.87,1,363
6165708,Your Portland Bungalow Apartment,4635967,Jesse & Jeff,,Piedmont,45.57493,-122.66958,Entire home/apt,83,2,294,2019-12-31,5.33,1,97
6169982,Mississippi Guest Room,32011254,Tom,,Boise,45.55294,-122.67554,Entire home/apt,65,3,199,2019-12-26,3.51,1,45
6202051,"Private Large Oasis, Perfect Division SE Location!",32163355,Torrance,,Richmond,45.50334,-122.62713,Private room,80,2,188,2019-06-09,3.38,1,3
6210573,Modern apt at a great location,851489,Jingzi,,Kerns,45.52679,-122.63853,Entire home/apt,85,1,73,2019-12-10,1.31,1,143
6215829,Woodlawn District Bungalow,3988708,Jennifer,,Woodlawn,45.57073,-122.65335,Entire home/apt,130,3,31,2019-12-24,0.56,1,309
6236910,St Johns Charming Basement Studio,32365096,Erin,,St. Johns,45.59244,-122.73837,Entire home/apt,64,2,90,2019-12-18,1.61,1,258
6262850,Quite Upstairs Studio in NE PDX.,9681458,Kim And Carl,,Rose City Park,45.53213,-122.61221,Entire home/apt,85,2,333,2019-12-29,5.93,1,174
6263897,Downtown NW 23rd/Pearl Dist. Condo,452389,Hannah,,Northwest District,45.53054,-122.69109,Entire home/apt,72,30,8,2019-12-01,0.15,1,364
6277747,Private Cottage Style Apartment,16548016,Jess,,Beaumont-Wilshire,45.55557,-122.62194,Entire home/apt,76,1,159,2019-12-15,2.81,1,240
6277852,2+ Bedroom Urban Home in SE Portland,2519473,Andrew,,Mt. Scott-Arleta,45.47977,-122.58197,Entire home/apt,109,2,16,2019-11-30,0.52,1,9
6290791,Spacious Sellwood 2 bedroom Suite,21134004,Deborah,,Sellwood-Moreland Improvement League,45.46509,-122.65329,Entire home/apt,135,2,238,2019-12-01,4.24,1,352
6293687,The Oasis in the city,18846362,Ian,,Eliot,45.53623,-122.6658,Entire home/apt,145,2,221,2019-12-15,4.14,2,340
6314588,Art Filled Home in inner NE Portland,5772713,Anna,,Woodlawn,45.57014,-122.64752,Entire home/apt,145,30,74,2019-10-13,1.32,1,89
6328092,Sunny Alberta Area bedroom!,142363,Emiliano And Erin,,Vernon,45.56294,-122.65308,Private room,45,3,95,2019-12-01,1.76,2,306
6328227,Belmont/Hawthorne District Beauty,18657122,Jessica,,Sunnyside,45.51595,-122.63661,Entire home/apt,162,3,42,2019-09-09,0.76,1,0
6329139,Spacious NE Portland Basement Suite,11122733,Lucy,,King,45.55207,-122.66401,Entire home/apt,75,2,196,2019-12-14,3.49,1,342
6336171,Cozy Basement 1BR Apt in Concordia/Woodlawn,32988874,Liz+Nick,,Woodlawn,45.57119,-122.64356,Entire home/apt,65,1,107,2019-11-22,1.94,1,330
6346680,"Room in lovely home, near airport.",33056989,Franz And Teresa,,Argay,45.54732,-122.5273,Private room,39,3,24,2019-08-27,0.45,1,360
6349726,A Taste of Provence in Concordia,25323517,Bonita,,Concordia,45.57026,-122.62822,Entire home/apt,80,2,102,2019-11-10,1.82,1,365
6361965,Private Apt in great NW location!!,33145436,Amanda,,Northwest District,45.52815,-122.70021,Entire home/apt,72,2,247,2019-12-12,4.42,1,151
6372055,Charming Craftsman w/Parking by Transit & Dining,4456464,Maylene & Charity,,Overlook,45.56191,-122.68714,Entire home/apt,100,30,0,,,3,171
6376373,Waterfront Pearl District Condo!,5744484,Lisa And Bill,,Old Town/Chinatown,45.5276,-122.67334,Entire home/apt,150,30,0,,,1,313
6377701,Banana Grove Garden Room,21504692,Lori,,Concordia,45.5665,-122.62503,Private room,10,2,25,2018-09-30,0.45,1,0
6385438,Private North Portland Apartment with Fenced Yard,6659695,Matthew,,Piedmont,45.5744,-122.67764,Entire home/apt,70,3,66,2019-11-25,1.18,1,359
6389334,Lady Bluebird Converted Bus in NoPo,650158,Amy,,Piedmont,45.56708,-122.66588,Entire home/apt,90,1,484,2019-12-17,8.73,1,350
6402773,The Hawthorne Hideaway,16113117,Kristen,,Buckman,45.51423,-122.65007,Entire home/apt,109,2,209,2019-12-30,3.73,3,325
6410081,"Gorgeous, spacious downtown condo",2393160,Tom,,Goose Hollow,45.52159,-122.69663,Entire home/apt,320,2,243,2019-12-27,4.42,2,337
6426117,Lovely 2BD Bungalow: Entire Home w/ Fireplace,347470,Daniel And Tori,,Cully,45.56536,-122.60991,Entire home/apt,95,3,8,2019-11-30,0.16,2,0
6426141,Cozy Room (with Bicycles!),347470,Daniel And Tori,,Cully,45.56523,-122.61129,Private room,60,2,226,2019-12-12,4.06,2,0
6433274,Historic Home - Walk to Hawthorne!,32342870,Stephen,,Hosford-Abernethy,45.50876,-122.65436,Entire home/apt,120,2,276,2019-12-28,4.91,1,191
6435638,Alberta Arts Home,10062996,Samantha,,Concordia,45.56129,-122.62648,Entire home/apt,119,1,154,2020-01-01,2.74,1,361
6436971,Charming home in Multnomah Village,33603454,Ann,,Multnomah,45.47175,-122.7052,Private room,80,1,121,2019-12-16,2.23,1,349
6438666,Walkable Williams Guest Suite,417776,Laura,,Boise,45.55051,-122.66447,Private room,79,2,195,2019-12-08,3.52,2,85
6463177,Spacious 2 bdrm/W Loft&Finished Basement/Sleeps 9,28466047,Craig,,Woodstock,45.47568,-122.61841,Entire home/apt,199,2,206,2019-12-29,3.69,1,332
6538296,Cozy Apartment in NE Portland,5788419,Rebecca & Max,,Montavilla,45.53493,-122.58918,Entire home/apt,70,3,196,2019-12-29,3.51,3,364
6541045,quirky/cozy/historic: front room,2416754,Leah & David,,Brooklyn Action Corps,45.49573,-122.65321,Private room,60,1,342,2019-10-31,6.24,2,0
6545849,"Plum Room, Hummingbird Farm",14954072,Inge,,Kerns,45.52753,-122.63248,Private room,75,1,116,2019-11-24,2.10,1,31
6555772,"Kid friendly, Walk to food, close to downtown!",34286584,Kristy,,Foster-Powell,45.49301,-122.5958,Entire home/apt,300,3,67,2019-12-02,1.29,1,69
6560720,Victorian charm with modern conveniences sleeps 6!,3440675,Juliet,,Northwest District,45.53139,-122.6999,Entire home/apt,110,2,274,2019-12-23,4.96,1,323
6574942,Hip & Modern on SE Division St - Foodie Paradise!,34389732,Eric & Sarah,,Hosford-Abernethy,45.50545,-122.64206,Entire home/apt,175,2,48,2019-11-30,0.90,1,211
6587184,BRAND NEW Spacious Tiny House Loft,5049935,Ani,,Kenton,45.57925,-122.68933,Entire home/apt,75,31,173,2019-12-15,3.12,1,59
6599733,NE Portland Beauty,6621463,Luke & Rachael,,Roseway,45.55456,-122.58602,Entire home/apt,155,3,27,2019-08-31,0.49,1,0
6609515,Apt. in quaint historic Sellwood!,29600361,Lisa,,Sellwood-Moreland Improvement League,45.4693,-122.65785,Entire home/apt,120,2,77,2019-08-26,1.40,1,151
6609741,Private Studio Right Off Hawthorne!,2711731,Melissa,,Richmond,45.50964,-122.62829,Entire home/apt,82,2,246,2019-11-30,5.09,1,152
6623648,Alberta Arts Super Private Studio Hideway PDX Apt,34220164,Gabriel,,Concordia,45.56184,-122.64139,Entire home/apt,65,1,237,2019-12-01,4.46,1,177
6640336,Alberta Arts Chic! 30 steps to Heart of Alberta,33211944,Nell,,Vernon,45.55824,-122.64596,Private room,69,1,126,2019-12-08,2.26,1,356
6642315,Waterfall Guesthouse - Private Tiny House,2447810,Venessa,,Woodlawn,45.57153,-122.65468,Entire home/apt,65,2,307,2019-12-31,6.19,1,139
6672140,Skyline Lodge by the City (Concierge Available),19812376,Mark,,Northwest Heights,45.55016,-122.77734,Entire home/apt,498,3,22,2018-07-28,0.40,1,363
6674963,Lovely Contemporary in Close-In SW,34935700,Stephanie,,Hillsdale,45.47642,-122.68433,Entire home/apt,295,5,9,2019-07-29,0.17,1,9
6686408,Woodlawn Haven - 2 Comfy Rooms + Bath in Nice Home,16238657,Rick,,Woodlawn,45.57345,-122.6491,Private room,65,1,44,2019-06-25,0.79,1,335
6692401,Hawthorne District Cozy Apartment,35028893,Lindy,,Richmond,45.51003,-122.6328,Entire home/apt,80,3,210,2019-12-30,3.85,1,359
6700890,Touch of French in SE Clinton,28009699,Yvonne,,Hosford-Abernethy,45.50323,-122.64122,Private room,69,2,65,2019-07-21,1.17,2,365
6712131,"Magnolia House, sunny and bright",4256569,Carie,,Laurelhurst,45.53346,-122.62957,Entire home/apt,250,1,44,2019-09-03,0.83,1,0
6721565,Garden retreat/master suite/private,16018894,Sharon,,Alameda,45.5514,-122.64409,Private room,82,3,112,2019-10-14,2.21,2,365
6731334,"Hot & Chic Mississippi District -Fresh, Bright & Modern Bungalow",1150082,Michelle,,Humboldt,45.55695,-122.67431,Entire home/apt,484,1,31,2019-12-08,0.58,6,227
6749095,Studio on the Blvd.,9540594,Kimberly,,Richmond,45.51118,-122.62043,Entire home/apt,90,1,192,2019-11-30,3.48,1,364
6749129,Spacious Vintage Bungalow on Tree Lined Street,5532704,Jana,,Piedmont,45.57104,-122.67632,Entire home/apt,195,2,54,2019-12-27,0.99,2,18
6765939,Woodstock Victorian Farmhouse,34234161,Virginia,,Woodstock,45.48351,-122.62166,Private room,65,2,130,2019-11-10,2.38,1,361
6768542,Hawthorne - Simple room in amazing location!,34873260,Nannette,,Mt. Tabor,45.50974,-122.60596,Private room,36,3,96,2019-12-16,1.73,2,65
6777992,Cozy Home in Historic Irvington,35482861,Hunter,,Irvington,45.53733,-122.65645,Entire home/apt,140,2,169,2019-12-16,3.09,1,299
6800559,The Alberta Arts Carriage House,35600865,William,,Concordia,45.55886,-122.64059,Entire home/apt,99,1,669,2019-12-30,12.38,1,132
6820353,Portlandia Pad,35716158,Sarah,,Buckman,45.51453,-122.64796,Entire home/apt,65,2,212,2019-12-08,3.85,1,124
6823420,Bitching Centrally located 2 bedroom apartment,21223823,Christopher,,Boise,45.55054,-122.66972,Entire home/apt,89,2,163,2019-12-30,2.96,1,41
6836255,Portland Getaway,35819516,Petra,,Portland Downtown,45.51731,-122.68542,Entire home/apt,149,30,138,2019-07-25,2.50,1,365
6836688,Sweet Garden Perch! Ideal Spot.,6744152,Greg And Jen,,Hosford-Abernethy,45.50125,-122.64217,Entire home/apt,119,2,212,2019-12-20,3.91,1,238
6854734,Daylit basement suite walkable to Alberta Arts,3964256,Emily,,Vernon,45.56219,-122.65511,Private room,50,1,52,2019-10-06,0.94,2,90
6901567,the PEZ house,5252979,Kathy,,Overlook,45.5551,-122.68982,Entire home/apt,85,1,126,2019-11-29,2.29,1,90
6924491,Cozy Private Room close to the The Columbia Gorge,6493480,Susan,,Pleasant Valley,45.47622,-122.52342,Private room,35,1,188,2019-12-08,3.42,1,362
6948271,Downtown 1876 Historic Gem! Huge Sunny Flat-3 Beds,36429995,Cheryl And Richard,,South Portland,45.50353,-122.68026,Entire home/apt,150,2,155,2019-11-11,3.84,1,60
6949099,New Studio Apt near SE Division St.,36352215,Joan,,Richmond,45.50226,-122.61092,Entire home/apt,93,2,192,2019-11-09,3.51,1,335
6951336,"City Lights, Hikes, Sites & Bites",36444548,Sharon,,Hillside,45.52576,-122.71161,Entire home/apt,160,2,84,2019-10-30,2.21,1,180
6967714,Stunning Modern Home In Trendy & Hip Mississippi District,1150082,Michelle,,Humboldt,45.55615,-122.67519,Entire home/apt,563,1,42,2016-11-20,0.78,6,190
6972166,Hawthorne Blvd Boutique Home~ a walking hot spot!,16071458,ElizaBeth,,Buckman,45.51292,-122.65202,Private room,50,2,177,2019-11-17,3.22,1,58
6974214,Stunning SE 1920's Craftsman,13818089,Holly,,Creston-Kenilworth,45.49363,-122.62886,Entire home/apt,175,2,48,2019-12-27,1.07,4,237
6974812,Cute Inner SE 2 Bedroom Bungalow,8269704,Travis,,Creston-Kenilworth,45.49345,-122.62474,Entire home/apt,100,30,6,2017-02-01,0.11,1,364
6974850,Quiet North Portland Southern Charm,17688915,Alexi,,University Park,45.58341,-122.73441,Private room,56,2,144,2019-12-11,2.65,1,236
6975773,Spacious Private Portland Getaway,36579710,Angela,,Argay,45.54904,-122.51454,Private room,63,1,73,2019-12-28,1.33,1,365
6976600,Granny Flat in leafy SW Portland,31117446,Clare And Mike,,Far Southwest,45.44105,-122.73573,Entire home/apt,100,1,364,2019-12-31,9.80,1,356
6978229,North Portland Bungalow near Max,8610447,June,,Piedmont,45.57013,-122.67025,Private room,65,2,137,2019-10-31,2.50,1,0
6990644,Modern & Private 1 Bedroom in NE Portland,14933969,Angela,,Eliot,45.54415,-122.66051,Entire home/apt,80,2,310,2019-11-30,5.64,1,352
6991450,Gorgeous craftsman in Sellwood!,15850938,Dave,,Sellwood-Moreland Improvement League,45.46609,-122.65746,Entire home/apt,425,3,13,2017-07-18,0.24,1,0
6992895,The Kinley Manor Guest House,4203145,Rupert Kinnard,,Irvington,45.53515,-122.65655,Entire home/apt,120,1,269,2019-12-29,4.91,2,334
6995090,Hawthorne Craftsman great location!,34873260,Nannette,,Mt. Tabor,45.50874,-122.60862,Private room,43,3,103,2019-11-20,1.88,2,46
7034268,Your own 2bedroom Basement w Amenities by airport,14818611,Cristina,,Roseway,45.55074,-122.59132,Entire home/apt,99,1,198,2019-11-25,3.83,1,58
7039107,"Sunny, Private, Elegant---Pet Friendly",36909902,Jennifer,,Piedmont,45.57773,-122.67565,Entire home/apt,100,30,1,2015-08-28,0.02,4,245
7049638,Quiet and Spacious Downtown Condo,2305141,Sally,,Goose Hollow,45.52227,-122.69541,Entire home/apt,285,30,27,2019-12-29,2.84,1,352
7068422,The Garden House,37060525,Mari & Zach,,Mt. Tabor,45.51864,-122.6111,Entire home/apt,94,1,328,2019-11-30,5.98,1,350
7072485,Modern Treehouse in Historic Spanish Turret House,373733,Alex,,Irvington,45.53821,-122.64323,Entire home/apt,159,1,142,2019-12-12,2.61,3,171
7092722,"Casita Sarita,  Your Urban Escape!!",13322905,Sarah,,Hosford-Abernethy,45.5042,-122.65364,Entire home/apt,87,1,391,2019-12-29,7.13,1,353
7093589,Private Entry/Big View/Sunlit SEPDX,37179920,Kathryn,,Brentwood-Darlington,45.46728,-122.61247,Private room,57,1,132,2019-11-10,2.52,1,131
7094201,♥ Urban Loft on Hip Mississippi St!,27974994,Mel,,Boise,45.55053,-122.67726,Entire home/apt,99,2,212,2019-12-08,3.88,4,64
7132347,New Pine Street Guest Cottage near Laurelhurst Park,34838666,Michele,,Kerns,45.52086,-122.63603,Entire home/apt,250,2,281,2019-12-28,5.31,1,323
7150826,Willamette Heights Apartment,10354567,Paula,,Northwest District,45.53459,-122.71829,Entire home/apt,150,30,79,2019-04-28,1.53,2,60
7158574,Paul's Garden apartment,28780276,Paul,,Beaumont-Wilshire,45.55673,-122.62525,Entire home/apt,75,2,139,2019-11-30,2.59,2,9
7162521,Studio Apt/Private/Peaceful Mt. Tabor Neighborhood,29874534,Lisa,,Mt. Tabor,45.50662,-122.60473,Entire home/apt,55,1,421,2020-01-01,7.88,1,336
7173741,"Multnomah Gem - stunning, luxurious, mins to dntn",37575586,Elie,,Multnomah,45.4707,-122.70248,Entire home/apt,75,1,274,2019-12-18,5.03,2,352
7202320,Close-In Division Classic Portland Basement Beauty,37410089,Tricia,,Hosford-Abernethy,45.50435,-122.65286,Entire home/apt,65,1,274,2019-12-30,5.02,1,294
7204252,New Studio • street level • Private Entrance,2751243,David,,Sunnyside,45.5161,-122.61979,Entire home/apt,54,1,564,2019-12-23,10.37,2,350
7207295,Scandinavian-modern private studio,1312929,Kara,,Roseway,45.55367,-122.59765,Entire home/apt,90,2,96,2019-11-17,1.89,1,334
7223632,Private ADU in Concordia/Alberta Arts Neighborhood,15856097,Anna,,Concordia,45.56444,-122.63302,Entire home/apt,79,2,72,2019-12-27,2.50,1,0
7224016,Purple House PDX- HUGE SW Apt. 10-15 min to town,5401489,Rachel And Bob,,West Portland Park,45.44396,-122.72649,Entire home/apt,65,1,201,2019-12-30,4.54,1,156
7224945,Hawthorne getaway - 93 walk score,3415282,Jonathan,,Sunnyside,45.51422,-122.61979,Entire home/apt,199,1,67,2019-12-29,1.24,1,0
7225293,Morel Room @ 1234 HOUSE in SE PDX,30708290,Evan,,Buckman,45.51504,-122.64652,Private room,95,1,325,2019-12-23,5.99,5,352
7226489,WinterComfort @LilTravelDepot GreenSuite SEPDX,20282510,Gabrielle,,South Tabor,45.50308,-122.59358,Entire home/apt,68,2,304,2019-12-23,7.38,2,35
7228375,"Welcoming 2 Bedroom, pet friendly",34867239,Jacci,,Creston-Kenilworth,45.49507,-122.63802,Entire home/apt,128,2,189,2019-09-02,3.52,1,88
7228938,Mill Room @ 1234 HOUSE in SE PDX,30708290,Evan,,Buckman,45.513,-122.64671,Private room,90,1,294,2019-12-16,5.41,5,357
7231930,Cornur Room @ 1234 HOUSE in SE PDX,30708290,Evan,,Buckman,45.51425,-122.64597,Private room,59,1,289,2019-12-24,5.30,5,364
7242497,Private Lg. Flat w/ Kitchen - walk to shops & food,25713008,Juli,,Rose City Park,45.54621,-122.60209,Entire home/apt,98,3,144,2019-10-16,2.70,1,335
7245156,City Chic in PDX's Hottest Hood,1825887,Danielle,,Richmond,45.50887,-122.61363,Entire home/apt,99,2,377,2019-12-17,6.94,1,313
7246397,Renovated Alberta Arts Sun-Filled Tiny House,12923876,Lee,,Sabin,45.55607,-122.65131,Entire home/apt,70,1,391,2019-12-24,7.26,1,80
7279243,Charming Studio in SE PDX,38113379,Kurt & Nathalie,,Richmond,45.50163,-122.63397,Entire home/apt,80,3,321,2019-12-26,6.33,1,283
7292504,"Saratoga Sweetness: cozy, quiet with private bath.",36446072,Pamela,,Arbor Lodge,45.57294,-122.68823,Private room,61,2,144,2019-12-30,2.67,2,355
7305999,Cozy & Convenient On Alberta St.,38271890,Emilio,,Overlook,45.55838,-122.68029,Private room,62,30,17,2017-08-26,0.32,1,187
7306668,Cute Victorian in Cathedral Park,38273321,Laura,,Cathedral Park,45.58652,-122.74754,Private room,45,2,86,2019-12-29,2.14,1,87
7306750,Artist haven/historic Laurelhurst,22112041,Dona,,Laurelhurst,45.51985,-122.61936,Entire home/apt,95,2,86,2019-11-11,1.63,2,352
7310820,Cheery Apartment in Foster-Powell,2259986,Jennifer And Dan,,Foster-Powell,45.49518,-122.6022,Entire home/apt,75,3,35,2019-06-22,0.77,1,112
7311095,Concordia Hideaway in Alberta Arts,17685915,Jessica & Drew,,Concordia,45.56279,-122.6308,Entire home/apt,54,1,279,2019-12-08,5.13,1,30
7320844,The Cedar Cottage,2135653,John And Fran,,Mt. Tabor,45.50845,-122.6092,Entire home/apt,85,1,578,2019-11-08,10.90,1,102
7324144,Your Needs Met in an Artic Fox,38367909,Kate,,Kenton,45.58101,-122.68586,Entire home/apt,48,1,293,2019-11-29,5.38,2,90
7398659,Sunnyside Studio,6465877,Todd & Lea,,Sunnyside,45.51905,-122.61938,Entire home/apt,70,3,257,2019-11-02,4.74,1,83
7402080,Cozy Close-in North Portland Studio,2023949,Anna,,Arbor Lodge,45.56913,-122.69097,Entire home/apt,62,2,249,2019-12-15,4.67,1,169
7402205,Cozy Cully Charmer,18512491,Keri,,Cully,45.55591,-122.6051,Private room,34,2,65,2019-06-17,1.27,2,314
7422143,S.E. Portland Division/Clinton,18830,Dosia,,Hosford-Abernethy,45.50328,-122.65012,Private room,45,1,235,2020-01-01,4.35,1,353
7429660,Two bedroom entire home Mt. Tabor,1377982,Amanda,,Mt. Tabor,45.50877,-122.60761,Entire home/apt,225,3,43,2019-12-01,0.80,1,26
7432474,Spacious Woodlawn Suite,38932489,Greg & Mallory,,Woodlawn,45.57347,-122.64356,Entire home/apt,71,1,429,2019-12-15,8.47,1,317
7452129,New 1bd/1 BA Across from Park,39028080,Geoff,,Sellwood-Moreland Improvement League,45.46932,-122.6599,Entire home/apt,150,3,7,2019-07-14,0.13,1,214
7486149,NoPo Boho,13531661,Meredith,,Overlook,45.56544,-122.69724,Private room,37,2,171,2019-12-27,3.78,1,83
7500148,Sunny SE Home - Walk Everywhere!,1202072,Katrina,,Richmond,45.50392,-122.61803,Entire home/apt,120,3,66,2019-12-01,1.22,1,0
7510884,Master Suite close to downtown!,16351508,Alan,,Hillsdale,45.46686,-122.69568,Private room,60,2,281,2019-12-05,5.34,1,342
7547444,Near Oregon Convention Center,1770933,Anastasia,,Sullivan's Gulch,45.53224,-122.64542,Private room,47,1,281,2019-11-27,5.21,1,363
7561115,Modern Love - Heart of Mississippi,3173548,Stacey,,Boise,45.55363,-122.67467,Entire home/apt,100,1,296,2019-12-23,6.83,1,351
7564968,Private & Bright Alberta Arts Studio,35835651,Jacob And Tien,,King,45.55817,-122.65347,Entire home/apt,59,4,174,2019-12-25,3.24,1,25
7616616,Modern Rustic Zen  SE Studio Loft,23836921,Jennifer,,Brentwood-Darlington,45.46624,-122.59699,Entire home/apt,67,30,62,2019-09-15,1.16,2,176
7620997,"Bright, Spacious Heart of Portland",18590525,Tom,,Richmond,45.51068,-122.63318,Private room,60,1,337,2019-12-22,6.27,4,174
7644915,Lovely Northeast Portland Oasis,19538819,Louise,,Grant Park,45.53787,-122.63844,Entire home/apt,125,5,57,2019-10-17,1.16,1,295
7650094,Furnished Condo in heart of the Alphabet District,1197719,Nora,,Northwest District,45.52474,-122.68679,Entire home/apt,100,30,5,2019-08-28,0.18,1,306
7665052,"""Glamping in the city"" in Portland Oregon",26562145,Carrie And Brian,,Sunnyside,45.5134,-122.63054,Entire home/apt,87,2,119,2019-10-28,2.32,1,306
7676079,5422 B - Interstate Max Line Monthly,770134,Jeff,,Overlook,45.56172,-122.68158,Entire home/apt,66,30,4,2019-08-16,0.13,3,60
7676080,5428 A- interstate Max Line,770134,Jeff,,Overlook,45.56312,-122.68048,Entire home/apt,60,30,13,2019-12-15,0.26,3,139
7678990,Yellow Door / Heart of NW District /  Free Parking,33149703,Beau,,Northwest District,45.5274,-122.69694,Entire home/apt,129,3,219,2020-01-01,4.26,1,337
7679227,Mid Century View Ranch w/ Covered Deck & Fireplace,2000049,Adam,,Sylvan-Highlands,45.51354,-122.73647,Entire home/apt,425,2,87,2019-11-17,1.70,1,286
7693459,Cozy Williams/Mississippi Studio,37727048,Cameron,,Eliot,45.54808,-122.66643,Entire home/apt,79,2,180,2019-12-09,3.36,1,28
7699029,"SUNNY QUIET BSMNT SUITE APT 1000 Sq ft, Priv Entry",38953564,Casey & Berdell,,Parkrose,45.5476,-122.54727,Entire home/apt,91,30,142,2019-10-01,2.65,1,333
7701258,Renovated Restaurant Row Bungalow Home,40454925,Jack,,Kerns,45.5247,-122.64128,Entire home/apt,150,2,106,2019-11-11,2.42,1,171
7717751,Private Daylight Basement Suite with own Entrance,12065890,Chris,,Creston-Kenilworth,45.49203,-122.60698,Entire home/apt,40,2,64,2019-10-07,1.50,1,70
7729130,Magic Barn,26822355,"Todji, Gisele And Hobie",,Richmond,45.50802,-122.62213,Entire home/apt,188,1,538,2019-12-27,10.09,2,330
7742153,Classic Portland Walk-up - NW 23rd,4226164,Maria,,Northwest District,45.53334,-122.69844,Entire home/apt,100,2,227,2019-12-30,4.24,2,30
7743660,Light-filled Craftsman Loft in Trendy Arbor Lodge,20590539,Zach,,Arbor Lodge,45.56961,-122.69312,Entire home/apt,70,2,181,2019-12-15,3.39,1,347
7750655,Private Light Filled NEPO Bungalow,11372350,Deidre,,Rose City Park,45.54678,-122.60825,Entire home/apt,90,1,363,2019-12-31,7.05,1,149
7764019,Private Studio with Kitchenette,40829795,Colleen,,Beaumont-Wilshire,45.54429,-122.6165,Private room,59,1,110,2019-12-12,2.06,3,230
7775030,"Remarkable Value, Good Location, Comfy & Clean",40900726,Ron,,Lents,45.46466,-122.55739,Private room,48,3,14,2019-12-31,0.34,1,85
7776074,"Bright, Spacious Inner SE Studio",40908943,Donna,,Richmond,45.50051,-122.61437,Entire home/apt,80,3,231,2019-12-27,4.36,1,17
7785128,Peaceful Home with Tropical Garden,3554251,Annie,,Irvington,45.54267,-122.65596,Private room,50,1,157,2019-12-09,2.94,1,0
7790182,❤ Modern 2 bdrm. Walk to top restaurants.,617281,Megan,,Concordia,45.56692,-122.6377,Entire home/apt,148,3,23,2019-08-05,0.43,1,103
7790853,Charming craftsman blocks from Univ,13938342,Erin,,Portsmouth,45.58376,-122.72687,Entire home/apt,89,1,69,2019-11-30,1.29,1,365
7793437,Alberta Arts Bungalow,11159584,Scott,,Vernon,45.56573,-122.65006,Private room,39,4,87,2019-12-15,1.89,1,361
7804446,Charming 1900's Home in NEPO!,41082680,Michelle,,King,45.54845,-122.65586,Entire home/apt,1000,30,269,2019-06-30,5.94,1,90
7818704,2 Bedrooms In Lovely Small House Near Division St,41163295,Leah,,Richmond,45.50026,-122.6341,Entire home/apt,135,3,38,2019-12-01,0.93,1,10
7837939,Close To Everything-Private Apt.,344295,Kim & Richard,,Irvington,45.53607,-122.65376,Entire home/apt,92,2,249,2019-12-27,4.75,1,19
7839655,Stunning Guest House w/Loft: Restaurants & Shops!,1965971,Laurel & Brian,,Richmond,45.50512,-122.61156,Entire home/apt,110,1,264,2019-12-21,6.20,1,252
7844086,5422 A - Interstate Max Line Monthly,770134,Jeff,,Overlook,45.56289,-122.68204,Entire home/apt,60,30,11,2019-11-09,0.21,3,327
7885712,HAWTHORNE Wisteria Retreat,41571033,Sari,,Hosford-Abernethy,45.50948,-122.64179,Entire home/apt,109,1,413,2019-12-08,7.94,1,351
7902680,"Cozy Winter Escape + fireplace, parking",41669866,Ami,,Northwest District,45.53821,-122.71442,Entire home/apt,99,2,303,2019-12-30,5.76,2,252
7915941,"Newly Remodeled, Modern Retreat",32847442,Ryan,,Arbor Lodge,45.56841,-122.69756,Entire home/apt,179,1,143,2019-12-02,4.40,1,350
7918004,Country Oasis In The City,13362137,David,,Arnold Creek,45.44467,-122.69754,Private room,79,2,77,2019-12-26,2.26,1,158
7922813,"Private Penthouse, Heart of Portland!",41780011,Ariel,,Kerns,45.52021,-122.63518,Entire home/apt,95,1,35,2019-10-17,0.66,2,78
7924119,Cozy Studio in the Heart of Portland with Garden,41780011,Ariel,,Kerns,45.52015,-122.63537,Entire home/apt,85,1,21,2019-10-15,0.40,2,360
7932612,Close-in Portland Oasis,41829410,Susie,,Reed,45.48328,-122.62835,Entire home/apt,70,2,185,2019-12-08,3.54,1,329
7933637,Beautiful Cozy Modern Wooded Retreat Near Downtown,41835206,Andi,,Hillsdale,45.48236,-122.68615,Entire home/apt,179,3,51,2019-12-01,1.18,2,250
7966515,"Private entrance 2 bedroom, 1 bath near downtown",36636311,Aaron & Jess,,Overlook,45.56315,-122.68318,Entire home/apt,105,1,80,2019-09-29,1.55,1,108
7982803,"Spacious, Perched & Private in Hip Belmont area",1442365,Angel & Vikrant,,Sunnyside,45.51866,-122.62566,Entire home/apt,111,3,243,2019-12-17,4.59,1,149
8015502,Comfy 55' Atomic Ranch House,25141546,Jennifer,,Montavilla,45.50528,-122.57825,Entire home/apt,100,4,3,2019-08-12,0.55,1,0
8015598,Quiet Retreat Steps from Bustling NE Broadway,3849293,Jim,,Irvington,45.53723,-122.64606,Entire home/apt,155,1,193,2019-12-21,5.56,1,234
